 ,Full Name,Gender,Date of Birth,RPP,ERPP,Parliament Name,D I P S,E O P T,Political Party Name
210,Am�lia Maria Alexandre,F,16.10.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
211,Am�lia Calumbo Quinta,F,11.06.51 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
212,Am�lia Judith Ernesto,F,09.11.65 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
213,Am�rico Ant�nio Cuononoca,M,14.06.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
214,Amilcar Campos Colela,M,09.10.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
215,Ana Paula In�s Lu�s Ndala Fernando,F,16.11.52 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
216,Anabela Caiovo Gunga,F,22.05.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
217,Anast�cio Artur Ruben Sicato,M,08.11.56 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
218,Andr� Gaspar Mendes de Carvalho,M,03.01.52 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
219,Ang�lica Nen� Curita Ihungo,F,12.02.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
220,�nsia Camuanga Correia,F,10.12.85 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
221,Antonino Filipe Tchiyulo Jeremias,M,16.06.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
222,Ant�nio Bento Bembe,M,24.04.50 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
223,Ant�nio Domingos Pitra Costa Neto,M,12.02.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
224,Ant�nio dos Santos Filipe,M,14.02.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
225,"Ant�nio dos Santos Fran�a ""Ndalu""",M,09.04.38 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
226,Ant�nio Evaristo,M,27.11.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
227,Ant�nio Feliciano Ferreira J�nior,M,01.11.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
228,Ara�jo Macyke Pena,M,15.08.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
229,Arlete Leona Chimbinda,F,01.01.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
230,Armando Capunda,M,14.11.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
231,Augusto Pedro Makuta Nkondo,M,05.04.48 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
232,Benedito Daniel,M,28.12.61 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,PRS
233,Bento Joaquim Sebasti�o Francisco Bento,M,03.11.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
234,Bento Raimundo Kandala,M,29.05.71 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
235,Bibiana Nandombua,F,10.11.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
236,Boaventura da Silva Cardoso,M,26.07.44 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
237,C�ndida Celeste da Silva,F,05.01.50 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
238,C�ndida Maria Guilherme Narciso,F,12.06.55 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
239,C�ndido Perira dos Santos Van-D�nem,M,15.10.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
240,Carlos da Rocha Cruz,M,28.11.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
241,Carlos Tiago Kandanda,M,04.01.48 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
242,Carolina Cristina Elias,F,12.08.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
243,Celso Eduardo Torres Caping�la,M,25.11.71 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
244,Cesinanda Teresa Jos� De Kerlan Xavier Narciso,F,16.08.55 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
245,Clarice Mukinda,F,22.06.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
246,Daniel Ant�nio,M,02.12.50 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
247,Diamantino Domingos Mussokola,M,21.05.71 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
248,Di�genes do Espirito Santo Oliveira,M,30.03.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
249,Djamila Huguette da Silva de Almeida Prata,F,01.02.75 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
250,"Domingos Afonso ""M�rio Huambo""",M,28.05.50 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
251,Domingos Jo�o Ferreira Pinto,M,04.02.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
252,Domingos Oliveira,M,28.11.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
253,Dulce Ginga,F,21.06.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
254,Eduarda Maria Nicolau Silvestre Magalh�es,F,16.08.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
255,Eduardo Dumbo Delfino,M,08.10.85 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
256,Eduardo Gomes Nelumba,M,07.07.56 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
257,Elvira Peregrina de Jesus Van-D�nem,F,25.07.49 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
258,Em�lia Carlota Sebasti�o Celestino Dias,F,14.06.72 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
259,Ernesto Joaquim Mulato,M,12.08.40 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
260,Estev�o Jos� Pedro Kachiungo,M,28.05.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
261,Eug�nia Rodrigu�s dos Santos Gaspar,F,11.06.52 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
262,Eul�lia Maria Alves Rocha Silva,F,04.03.50 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
263,Eus�bio de Brito Teixeira,M,03.05.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
264,Evelize Joaquina Joaquim da Cruz Fresta,M,03.11.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
265,Fele Ant�nio,M,03.03.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
266,Felino Job,M,26.05.66 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
267,F�lix Sim�o Lucas,M,07.02.74 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
268,Fernando Bartolomeu Cativa,M,09.04.78 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
269,Fernando da Piedade Dias dos Santos,M,05.03.52 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
270,Fernando Faustino Muteka,M,24.01.44 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
271,Fernando Jos� de Fran�a Dias Van-D�nem,M,24.08.34 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
272,Francisco Boaventura Canjongo Chitapa,M,26.01.81 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
273,Francisco Gaio Kakoma Ant�nino,M,23.06.78 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
274,Francisco Higino Lopes Carneiro,M,08.07.55 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
275,Franco Meneses Marcolino Nhani,M,10.08.56 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
276,Gilberto Manuel Pereira,M,30.06.55 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
277,Ginga Afonso Miguel dos Santos,F,24.02.70 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
278,Helena Bonguela Abel,F,03.06.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
279,Henrique Andr� J�nior,M,04.05.47 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
280,Isabel Jo�o Miguel  Sebasti�o Pelinganga,F,09.10.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
281,Jesu�no Manuel da Silva,M,19.10.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
282,Joana De Jesus Da Concei��o Pedro Andr� E Pedro,M,09.06.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
283,Jo�o Ant�nio Lineha Muhembo,M,23.12.67 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
284,Jo�o Baptista Kussumua,M,16.06.56 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
285,Jo�o de Almeida Azevedo Martins,M,29.01.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
286,Jo�o Diogo Gaspar,M,28.08.83 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
287,Jo�o Fernando Mucanda,M,12.02.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
288,Jo�o Garcia Quitas,M,13.06.85 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
289,Jo�o Jos� Guerra de Freitas,M,02.08.52 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
290,Jo�o Lu�s Neto � Xietu�,M,08.02.44 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
291,Jo�o Manuel Francisco �Jo�o Pinto�,M,05.11.73 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
292,Jo�o Marcelino Tyipinge,M,05.10.51 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
293,Jo�o Muzaza Caweza,M,05.06.65 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
294,Jo�o Segunda Ungaji,M,20.08.67 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
295,Jo�o Vicente Viemba,M,10.05.40 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
296,Joaquim Ant�nio Carlos dos Reis J�nior,M,02.07.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
297,Joaquim Duarte da Costa David,M,06.04.51 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
298,Joaquim Frederico D'Almeida,M,27.06.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
299,Joaquim Jos� Migu�is ,M,01.05.61 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
300,Joaquim Nafoia,M,09.04.70 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
301,Jorge Inoc�ncio Dombolo,M,22.08.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
302,Jorge Migu�ns Augusto,M,31.01.78 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
303,Jorge Ribeiro Uefu,M,14.08.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
304,Jorge Vitorino,M,24.04.51 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
305,Jos� Ant�nio Lopes Semedo,M,31.07.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
306,Jos� Artur Carmo Manuel,M,30.01.68 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
307,Jos� Carlos Ilenga,M,05.03.40 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,PRS
308,Jos� Eduardo,M,04.09.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
309,Jos� Francisco Ting�o Pedro,M,20.09.77 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
310,"Jos� Joana Andr� ""Joanes""",M,11.02.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
311,Jos� Maria Ferraz dos Santos,M,06.06.68 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
312,Jos� Maria Jamba,M,30.05.71 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
313,Jos� Mi�do,M,21.03.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
314,Jos� Mi�do Ndambuca,M,14.09.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
315,Jos� Mois�s Cipriano,M,11.12.50 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
316,Jos� Samuel Chiwale,M,14.10.43 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
317,Josefina Ndesipewa Gomes,M,18.11.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
318,Josefina Perp�tua Peres Domingos Pitra Diakite,F,24.05.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
319,J�lia Agostinho Celeste,F,09.06.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
320,"Juli�o Mateus Paulo ""Dino Matrosse""",M,30.12.42 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
321,Justino Feltro da Costa Pinto de Andrade,M,16.01.48 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
322,Kilamba  Kiuyma Sebasti�o Van-D�nem ,M,07.10.79 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
323,Kundi Paihama,M,09.12.44 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
324,Leonel Jos� Gomes,M,01.12.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
325,Liberty Marlin Dirc�u Samuel Chiaca,M,14.01.75 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
326,Lindo Bernardo Tito,M,04.02.69 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
327,Louren�o Alberto Chungo Lumingo,M,02.08.79 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
328,Lucas Benghim Gonda,M,07.04.40 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,FNLA
329,Luciana Rafael,F,03.04.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
330,"Lu�s de Oliveira Rasgado ""Dufa""",M,12.04.47 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
331,Lu�s Domingos,M,25.05.74 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
332,Lu�s Gomes Sambo,M,01.01.52 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
333,Lu�sa Pedro Francisco Dami�o,F,31.03.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
334,Lukamba Paulo,M,13.05.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
335,"Luzia Pereira de Sousa Ingl�s Van-D�nem ""Inga""",F,11.01.48 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
336,Madalena Ndafoluma Hanosike,F,01.05.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
337,Manuel Ant�nio Gaspar Domingos,M,06.04.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
338,Manuel Ant�nio Rabelais,M,10.06.75 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
339,Manuel Armando da Costa Ekuikui,M,08.02.91 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
340,Manuel da Cruz Neto,M,24.06.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
341,Manuel David Mendes �David Mendes�,M,06.05.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
342,Manuel Domingos Vicente,M,12.11.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
343,Manuel Fernandes,M,08.02.72 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
344,Manuel Lopes Moniz Dembo,M,09.07.83 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
345,Manuel Sampaio Mucanda,M,12.10.84 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
346,Manuel Savihemba,M,22.11.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
347,Maria Augusta Leonel Correia,F,07.10.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
348,Maria Carolina Manuel Fiel Maria Fortes,F,17.01.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
349,Maria de Lourdes Roque Caposso Fernandes,F,24.04.65 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
350,Maria do Carmo Assis do Nascimento,F,11.03.47 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
351,Maria Idalina de Oliveira Valente,F,31.08.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
352,Maria Isabel Malungo Mutunda,F,13.03.61 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
353,Maria Jos� da Encarna��o Fernandes,F,28.08.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
354,Maria J�lia de Cercal Ornelas,F,02.11.44 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
355,Maria Lu�sa de Andrade,F,28.02.55 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
356,Maria Odete Sanches Tavares,F,18.08.76 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
357,Maria Rosa Ant�nina Gilberta Tyipinge Escovalo,F,30.05.76 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
358,Maria Salom� Taveya,F,16.04.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
359,Maria Victoria Ferreira Chivukuvuku,F,23.06.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
360,Mariana Paulo Andr� Afonso,F,12.12.56 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
361,M�rio Pinto de Andrade,M,23.11.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
362,M�rio Salom�o,M,18.01.45 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
363,Mateus Isabel J�nior,M,20.04.68 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
364,Maur�lio Luciano Sabino Luiele,M,19.09.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
365,Mendes Bartolomeu,M,10.12.66 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
366,Miguel Maria Nzau Puna,M,23.02.32 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
367,Mihaela Ezs�bet Webba Kopumi,M,09.01.77 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
368,Miraldina Olga Marcos Jamba,M,11.09.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
369,Monteiro Pinto Kapunga,M,18.02.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
370,Morais Ant�nio Neves Tom�s,M,25.01.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
371,Nazar� dos Anjos Mendes,M,26.10.66 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
372,Nvunda Benvindo das Neves Salucombo,M,01.06.77 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
373,Odete da Concei��o Domingos dos Santos,F,11.11.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
374,Odeth Luduvina Baca Joaquim,F,05.08.59 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,CASA-CE
375,Ov�dio Pahula,M,04.08.66 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
376,Paulino Nzuzi Mpoloantinu,M,27.11.81 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
377,Paulo Hor�cio de Sequeira e Carvalho,M,25.08.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
378,Paulo Pombolo,M,12.04.62 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
379,Pedro Augusto Conga,M,22.12.76 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
380,Pedro Diavova,M,06.06.53 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
381,Pedro Mutindi,M,30.06.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
382,Rafael Massanga Sakaita Savimbi,M,16.10.78 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
383,Ra�l Augusto Lima,M,09.04.76 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
384,Ra�l Manuel Danda,M,13.11.57 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
385,Ra�l Tati,M,01.03.63 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
386,Rebeca Muaca,F,16.05.64 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
387,Regina Eduardo Txipoia,F,21.03.60 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
388,Roberto Ant�nio Victor Francisco de Almeida,M,05.02.41 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
389,"Roberto Leal Ramos Monteiro ""Ngongo""",M,21.01.46 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
390,Rosa Cacuhu,M,08.09.70 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
391,Ruth Adriano Mendes,M,28.01.55 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
392,Ruy Alberto Vieira Dias Rodrigues Mingas,M,12.05.39 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
393,Salom�o Jos� Luheto Xirimbimbi,M,17.06.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
394,Santa Sim�o Pedro,F,05.04.58 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,MPLA
395,Sediangani Mbimbi,M,10.10.54 00:00,No,,National Assembly of Angola,01.09.17 00:00,31.08.20 00:00,UNITA
